code,partners
afphor3,crohor1:69:40 hemhor1:64:0 afghor1:60:0 pabhor1:58:0 bkdhor1:56:0 ceghor1:53:0 minhor2:53:0 luzhor1:52:0 whchor1:52:0 truhor1:52:0 maghor2:51:0 piphor1:51:20 rhihor1:51:0 sulhor1:51:0 brahor1:50:0 blchor1:50:40 yechor1:50:0 minhor1:49:0 eybhor1:49:0 tarhor1:48:0 sumhor1:48:0 palhor1:48:0 plphor1:48:0 samhor1:48:0
afpkin1,malkin1:71:83 dwakin1:67:8 vardwk1:53:0 whbkin1:52:2 vardwk11:50:0 vardwk9:49:0 varkin1:48:0 vardwk6:48:0 bkbkin1:47:4 vardwk8:47:0 malkin2:47:0 sulkin1:45:0 shbkin1:45:2 rubkin1:44:0 inbkin2:43:0 litkin1:43:0 chbkin1:41:0 azukin1:41:0 blekin1:40:0 comkin1:40:1 cibkin1:39:0 lickin2:39:0 yebkin1:39:0 blckin1:38:0
afpsta1,aspsta2:64:67 whcsta3:61:0 commyn:55:11 cremyn:54:0 colmyn1:54:0 eursta:51:2 whvmyn1:51:0 prgsta1:51:0 sacsta1:51:0 sposta1:51:0 pawsta1:50:0 lotsta1:50:0 walsta1:49:0 sinsta1:49:0 eurbla:49:2 micsta1:49:0 rensta1:49:0 chbsta1:49:0 brwsta1:48:0 capgls1:48:4 apomyn2:48:0 magsta1:48:0 atosta1:48:0 whvmyn:48:0 capbul1:43:13
afpswi1,malpas1:78:35 aspswi1:54:17 whrswi1:37:9 comswi:31:13 andswi1:30:0 scaswi1:30:4 litswi1:27:9 ftpswi1:26:0 lessts1:26:4 himswi2:26:0 plaswi1:26:0 volswi1:26:0 batswi1:25:0 indswi1:25:0 horswi1:25:0 uniswi1:25:0 palswi1:25:0 tepswi1:25:0 braswi1:25:4 afrswi1:25:4 ausswi1:24:0 molswi3:24:0 seyswi1:24:0 monswi2:24:0
afptit1,soptit1:74:25 mcptit1:70:25 septit1:63:12 yeptit1:52:0 refcro1:52:12 wcptit1:51:0 verdin:49:0 chptit1:48:0 foptit1:48:0 euptit1:48:0 grytif1:45:12 bhptit1:45:0 cinbec1:38:12
afpwag1,whiwag:88:61 whbwag1:76:6 japwag1:72:0 mekwag1:67:0 mouwag1:67:9 capwag1:65:14 madwag1:62:0 dowwoo:54:1 grywag:54:0 gybfis1:53:1 capwhe1:51:1 citwag:50:0 norwhe:50:1 piekin1:50:1 fotfly:49:1 maglar1:48:1 pecpip:47:0 eaywag1:46:0 wbswea1:46:2 forwag1:45:0 trobou1:45:2 eaywag:44:0 rocpip1:43:0 rospip1:43:0
afrbro1,gyhbro1:64:0 rusbro1:61:0 grebro1:28:0 hosbro1:26:0 whibro1:24:0
afrcit1,soucit1:86:46 wescit1:77:17 blfcan1:72:6 papcan1:71:0 whbcan1:68:6 brican1:68:11 forcan1:68:6 sougrc1:66:0 capsis2:65:0 yefcan:62:3 andsis1:60:0 yelcan1:59:0 drasis2:59:0 norgrc1:58:0 capcan1:58:0 antsis1:57:0 reisee4:57:0 hoosis1:57:0 strsee1:57:6 yetser1:57:0 salser1:57:0 sthsee2:56:0 olisis1:56:0 yeccan1:56:0
afrcra1,corcra:56:0 sora:53:0 rourai1:52:0 plabuh1:52:0 bubrai1:52:0 brocra1:52:0 slbrai1:52:0 rutbuh1:51:0 sporai:51:0 baicra1:51:0 whbwat1:50:0 bncrai1:50:0 auscra1:50:0 whbcra1:50:0 babcra1:50:0 astcra1:50:0 strcra1:50:0 spocra1:50:0 azugal1:49:0 comgal1:49:0 grbcra1:49:0 commoo3:48:0 litcra1:48:0 whtcra1:48:0 afrrai1:47:100
afrcuc1,comcuc:83:82 madcuc1:68:0 suncuc2:67:0 indcuc1:67:0 reccuc1:64:17 lescuc1:59:0 palcuc1:56:0 oricuc2:54:0 himcuc1:54:0 grscuc1:48:0 hodhac1:48:0 malhac1:48:0 vercou1:47:0 blecuc1:47:0 nohcuc1:46:0 cohcuc1:45:0 hislic1:45:0 chbcuc2:45:0 suhcuc1:45:0 larhac1:44:0 bkbcuc:44:0 blacuc1:43:0 asccuc1:42:0 fatcuc1:42:1
afrcuh1,pacbaz1:67:0 afrgos1:61:53 madcuh1:56:0 gybhaw1:51:0 blabaz1:51:0 bcbeag1:50:0 euhbuz1:50:18 socbuz1:50:0 barhaw1:49:0 pinhae1:49:0 eurspa1:49:0 lewkit1:48:0 hengos1:48:0 phseag1:48:0 vargos1:48:0 ovaspa2:48:0 jerbaz1:47:0 semhaw:47:0 madspa1:46:0 faseag1:46:12 whtkit:46:0 crahaw:46:0 whnhaw2:46:0 monhar1:46:0 afhhaw1:45:18
afrfin1,grcgre1:52:22 sungre1:48:0 strher2:47:11 litgre1:45:11 dusmoo1:43:11 spigua1:41:22 darter3:39:11 eurcoo:34:11
afrgos1,rucspa2:64:13 gybhaw1:60:0 ovaspa2:59:10 eurspa1:59:0 shshaw:57:0 tinhaw1:57:0 madspa1:57:0 semhaw2:56:0 runspa1:55:0 blagos1:55:35 afrcuh1:53:29 vargos1:53:0 fragos2:52:3 gunhaw1:52:0 chfspa1:51:0 bichaw1:51:0 gabgos2:51:10 pinhae1:50:0 hengos1:50:0 lowhar1:49:0 grfhaw1:49:0 dotkit1:49:0 semhaw:49:0 vibspa1:49:0
afrgrp1,brgpig1:70:38 yefpig1:67:0 thbpig1:65:19 pinpig3:63:5 sugpig2:62:0 madgrp1:62:0 gycpig1:62:0 pegpig1:62:0 pitpig1:61:0 orbpig1:61:0 whbpig1:61:10 flgpig1:60:0 wetpig1:60:0 gnspig1:59:0 yevpig1:58:0 pomgrp4:57:0 ligpig1:56:0 pogpig1:55:0 lagpig1:55:0 pomgrp5:55:0 whgpig1:55:0 pomgrp1:55:0 pomgrp2:54:0 stgpig1:53:0 schtur1:44:10 brnpar1:36:10 clfdov1:35:10
afrhae1,ayheag1:72:16 augbuz2:72:22 cashae1:62:3 taweag1:61:13 bawhae1:60:0 gureag1:60:0 boneag2:59:3 bkbsne1:58:6 goleag:58:0 weteag1:58:0 gybhaw2:58:0 manhaw2:57:0 waheag3:56:10 jacbuz1:56:4 spaeag1:56:0 uplbuz1:55:0 whnhaw2:55:0 vereag1:54:3 barhaw1:54:0 impeag1:54:0 creeag1:53:0 whthaw1:53:0 crheag1:53:0 blagos1:53:5 affeag1:46:16
afrhob1,eurhob:79:63 aushob1:67:11 perfal:65:11 lagfal1:64:0 reffal1:64:0 merlin:63:0 batfal1:62:0 dickes1:62:0 orihob1:62:0 lanfal1:60:5 soofal1:60:0 taifal1:60:0 renfal1:59:0 amufal1:59:0 orbfal1:58:0 aplfal:58:0 bankes1:57:0 grykes1:57:11 elefal1:56:0 nezfal1:56:0 leskes1:56:0 eurkes:56:0 amekes:55:0 madkes1:55:0
afrjac1,madjac1:69:3 lesjac1:63:43 norjac:61:10 watjac1:52:0 cocjac1:50:0 brwjac1:47:0 lotlap1:45:3 phtjac1:42:0 thbplo1:41:3 spwlap1:41:2 whtdip1:38:2 blaplo1:38:2 comsan:35:2 whhmun1:35:3 rugdov:35:2 gloibi:35:2 egygoo:34:3 cotcou1:33:3 gwfgoo:33:2 darter3:30:7 rekcoo1:29:7 eurcoo:29:2
afrmar2,whbswa2:52:0 wtbswa1:51:0 masmar1:50:0 whbswa3:49:0 sqtsaw1:48:0 soumar:48:0 nephom1:48:0 brcmar1:48:0 galmar1:48:0 fansaw1:47:0 blksaw1:47:0 cubmar:47:0 bluswa1:46:0 comhom1:46:0 gybmar:45:0 preswa2:44:0 blcswa1:44:0 purmar:44:0 bawswa1:44:0 brbswa1:44:0 ashmar1:43:0 carmar1:43:0 piwswa1:43:0 blcswa2:43:0
afrope1,asiope1:61:17 blaher1:60:13 blasto1:57:9 lesadj1:56:0 stosto1:56:0 abdsto1:55:9 sabsto1:52:0 gloibi:52:26 wonsto1:50:0 marsto1:45:9 libcor1:44:2 blkvul:41:2 paisto1:40:0 woosto:38:0 purher1:36:2 greadj1:36:0 oristo1:36:0 jabiru:36:0 blnsto1:36:0 magsto1:36:0 noghor1:35:4 yebsto1:35:0 libher:34:2 hamerk1:34:4
afroys1,blkoys:80:89 varoys1:73:5 soooys1:72:0 blaoys1:65:0 pieoys1:63:0 chaoys1:62:0 magoys1:61:0 euroys1:61:1 soioys1:60:0 ameoys:50:0 capcor1:38:2 grecor:35:1 watjac1:25:1 kenplo1:24:1 kelgul:23:1 egygoo:21:1
afrpic1,litwoo2:48:0 fibpic1:47:0 varpic1:47:0 babpic1:47:0 arrpic1:47:0 whwpic1:47:0 whbpic2:47:0 whbpic1:46:0 spcpic1:46:0 whswoo2:46:0 ocepic2:46:0 spopic1:45:0 spepic1:45:0 dofwoo1:45:0 oliwoo2:45:0 gocwoo2:45:0 antpic1:44:0 grapic1:44:0 runpic1:44:0 plbpic1:44:0 babwoo2:44:0 ecupic1:43:0 occpic1:43:0 lafpic1:43:0
afrpip1,plbpip1:86:39 lobpip7:78:25 lobpip1:72:5 oripip1:72:12 moupip1:72:0 bufpip1:71:10 ricpip1:71:2 woopip1:71:0 auspip3:70:0 strpip1:68:0 lolpip1:68:0 blypip1:66:0 ocbpip1:66:0 malpip1:65:0 buspip1:65:5 sogpip1:64:0 nilpip1:64:0 corpip1:64:0 alppip1:64:0 helpip1:64:0 amepip2:63:0 parpip1:63:0 retpip:63:0 yetpip1:63:0
afrpit1,elepit7:63:0 grbpit1:62:0 noipit1:62:0 indpit1:59:0 raipit1:57:0 wehpit1:56:0 elepit6:56:0 elepit2:56:0 azbpit1:56:0 blwpit1:55:0 manpit1:55:0 faipit1:52:0 ivbpit1:47:0 babpit1:47:0 banpit2:45:0 blrpit1:44:0 sompit1:44:0 blbpit1:43:0 earpit1:43:0 whipit1:42:0 blhpit1:42:0 schpit1:41:0 bispit1:41:0 sulpit1:41:0
afrpyg1,grnpyg1:56:0 copgoo1:50:0 manduc:48:24 wooduc:47:24 wfwduc1:46:24 torduc1:42:12 wawduc1:42:0 siltea1:41:0 masduc:41:0 yebtea1:41:0 lewduc1:41:0 brotea1:41:0 isbduc1:41:0 mallar3:41:6 yebpin1:41:0 whcpin:41:0 chetea1:40:0 saltea1:40:0 cintea:40:0 rebduc1:40:0 andtea1:40:0 gargan:40:0 soashe1:40:0 puntea1:39:0 parshe1:34:12
afrrai1,bograi1:62:0 madrai1:60:0 watrai1:55:0 virrai2:54:0 ausrai1:54:0 lewrai1:53:0 ridrai1:52:0 bncrai1:52:0 sporai:52:0 manrai1:51:0 kinrai4:49:0 blarai1:48:0 whbwat1:48:0 plfrai1:48:0 dowcra1:47:0 commoo3:47:14 slbrai1:47:0 clarai11:47:0 afrcra1:47:57 blkrai:46:0 bubrai1:45:0 okirai1:45:0 blacra1:44:0 grbcra1:44:0 olithr2:31:14 afhhaw1:29:14
afrshf1,bawfly1:64:50 bervan1:50:0 afffly1:50:50 chbhel1:49:0 rubhel1:49:0 larwoo1:49:0 malwoo1:48:0 comwoo1:48:0 warfly1:48:0 bwfshr2:47:0 ruwphi2:45:0 rufvan1:44:0 bwfshr1:43:0 whihel1:43:0 tylvan1:43:0 chfhel1:42:0 anghel1:41:0 chavan2:41:0 srlwoo1:41:0 rethel1:41:0 polvan1:41:0 gychel1:40:0 hobvan1:40:0 retvan1:39:0
afrsil1,indsil:90:61 nutman:59:34 cutthr1:58:0 reefir1:57:0 gyhsil1:57:0 picmun1:56:0 masfin1:56:0 dobfin1:55:0 zebfin2:55:0 beafir1:54:0 rehfin1:54:0 lotfin1:54:0 diafir1:54:0 yermun1:52:0 bkrwax:52:0 arawax1:52:0 bltfin1:52:0 pahmun1:52:0 houspa:52:5 blfmun1:52:0 javmun1:51:0 madmun1:51:0 crrwax1:51:0 comwax:51:0
afrski1,blkski:80:89 indski1:74:0 sooter1:41:0 briter1:39:0 whwter:39:0 laugul:38:0 blknod:38:0 lesnod1:36:0 labter1:36:0 brnnod:36:0 blkter:36:0 olrgul1:36:0 belgul:34:0 caster1:34:0 gbbgul:33:0 whiter2:33:11 whegul2:33:0 pacgul1:33:0 santer1:33:0 royter1:33:0 bktgul:32:0 lbbgul:32:0 kelgul:32:0 eleter1:32:0
afrsni1,comsni:76:44 gresni1:71:22 soasni2:70:11 madsni1:68:0 wilsni1:68:0 nobsni1:67:0 punsni1:66:0 pitsni:63:0 swisni1:63:0 woosni1:63:0 andsni1:62:0 solsni1:62:0 latsni1:61:0 giasni1:61:0 fuesni1:60:0 impsni1:54:0 grpsni1:54:22 jacsni:53:0 shbdow:53:0 pecsan:53:0 soasni3:52:0 eurcur:52:0 margod:51:0 lobdow:51:0
afrspo1,eurspo1:86:29 whiibi:73:31 rosspo1:69:26 yebspo1:69:0 royspo1:68:2 blfspo1:66:0 blhibi1:52:0 litegr:51:1 grefla3:51:1 yebsto1:51:9 ausibi1:48:0 sacibi2:44:0 creibi1:42:0 sacibi3:41:0 succoc:40:1 bkwsti:38:1 bunibi1:35:0 scaibi:30:0 whfibi:30:0 madibi1:30:0 stnibi1:29:0 giaibi1:29:0 bkfibi2:28:0 spbibi1:27:0
afrsto1,stonec4:89:87 y00427:69:7 reusto1:66:0 whtbus1:65:0 piebus1:64:0 caisto1:63:0 whtsto2:63:0 whbbus4:60:0 timbus1:59:0 grybus1:59:0 jerbus1:59:0 whinch1:57:1 stonec7:56:2 mouwhe4:55:0 capwhe1:52:0 blbfly2:52:0 fisfly1:51:0 colfly1:50:0 semfly1:50:0 eupfly1:49:0 busbus1:49:1 moured1:49:0 capbat10:49:1 lipfly1:48:0
afrswi1,comswi:72:64 madswi1:57:0 whrswi1:57:27 fowswi1:55:0 alpswi1:54:9 palswi3:53:0 darswi1:53:0 braswi1:52:0 aleswi1:52:0 motswi2:52:0 horswi1:50:0 plaswi1:50:0 nyaswi1:50:0 houswi1:44:0 saaswi1:43:0 fotswi1:43:0 cooswi1:43:0 blyswi1:43:0 batswi1:42:0 litswi1:35:0 gloswi1:33:0 scaswi1:32:0 blkswi:32:0 whtswi:29:0
afrtai2,lobtai1:58:0 tafpri1:57:0 gycpri1:55:0 rufpri1:55:0 sifcis1:55:0 tincis3:55:0 rewpri1:55:0 huncis1:54:100 yebpri1:54:0 ashpri1:54:0 repcis1:54:0 rivpri1:54:0 batapa2:54:0 bawpri1:53:0 robpri1:53:0 carcis1:52:0 chaapa1:52:0 sttjer1:52:0 karpri1:52:0 hilpri2:52:0 nampri1:51:0 refcis1:51:0 clscis1:51:0 madcis2:51:0
afrthr1,abythr1:85:54 olithr2:71:15 marthr2:70:0 crbthr1:69:8 whnrob1:68:0 whtthr1:67:0 blbthr1:67:4 baerob1:67:0 usathr1:66:0 ecuthr1:65:0 pavthr1:63:0 sonthr1:63:0 blhthr1:63:0 clcrob:63:0 rubthr1:63:0 karthr1:62:0 cocthr1:62:0 yemthr1:62:0 pabthr1:62:0 islthr24:62:0 hauthr1:61:0 lawthr1:61:0 kurthr1:61:4 chithr1:61:0 combul2:53:15
afsowl1,insowl1:70:0 eursco1:69:0 cosowl1:69:0 jasowl1:68:0 arasco1:68:0 negsco1:67:0 pesowl1:67:38 madsco1:66:0 orsowl:64:0 easowl1:64:0 misowl1:64:0 susowl2:64:0 phsowl1:63:0 evesco1:62:0 susowl1:62:0 whsowl1:62:0 ryusco1:62:0 masowl2:62:0 rasowl1:62:0 mosowl2:61:0 lusowl1:61:0 flaowl:61:0 mosowl1:61:0 persco1:60:0 swfowl1:60:15 afbowl1:60:15 spoeao2:39:31
afswar1,knswar1:71:0 camscw1:70:0 grswar1:68:0 afbwar1:65:0 jrswar1:63:0 bretai1:63:0 cibwar1:63:0 benbuw1:62:0 dabwar1:61:0 jabwar1:60:0 banscw1:59:0 rubwar1:58:0 cbbwar2:58:0 spobuw3:58:0 baswar1:57:0 ltbwar1:57:0 fernbi1:57:0 bubbus1:57:0 lbbwar1:56:0 chbwar1:56:0 gryemt1:55:0 spobuw1:55:0 tawgra3:55:0 sicbuw1:54:0 famcha1:44:100
afwowl1,rulowl1:69:0 spoowl:68:0 fulowl1:65:0 brdowl:65:0 himowl1:64:0 uraowl1:64:12 rubowl2:63:0 motowl:63:0 tawowl1:62:6 spwowl1:62:0 souboo8:61:0 sumboo1:60:0 chaowl1:60:0 brwowl1:60:0 grepot1:59:24 babowl1:58:0 mowowl1:58:0 morepo2:58:0 speowl2:57:0 barowl1:57:0 bawowl1:57:0 afbowl1:56:0 whsowl1:56:0 koesco1:55:0 brnowl:51:12 hanboo2:49:12 afgowl1:47:12 spoeao2:42:24
afywar1,moywar1:67:0 paywar1:52:0 melwar1:50:0 sebwar1:47:0 weowar1:46:0 boowar1:45:0 eaowar1:44:0 yebgre1:44:29 marrew2:43:0 miller:43:0 ictwar1:43:0 somgre1:42:14 ticdor1:42:14 leswar1:41:0 marwar3:41:0 thbwar1:41:0 mouwar1:41:0 manrew1:41:0 sykwar2:41:0 aurwar1:40:0 labrew1:40:0 sedwar1:40:0 blwwar1:40:0 padwar1:40:0 spewea1:40:14 malsun1:36:14 putcus1:34:14
afywhe1,afywhe3:58:0 ciweye1:56:0 whbwhe3:56:0 ayweye1:56:0 seywhe1:55:0 afywhe4:54:0 yelwhe1:53:0 ayweye3:53:0 capwhe3:53:0 maywhe1:52:0 ngweye1:52:0 sanwhe2:52:0 humwhe1:52:0 bfweye1:52:0 wbweye1:51:0 abywhe1:51:0 evweye1:51:0 indwhe1:51:0 satwhe2:50:0 madwhe1:50:0 brrwhe8:49:0 laweye1:49:0 satwhe1:49:0 peweye1:49:0
afywhe3,ayweye1:83:71 afywhe4:65:14 afywhe1:58:0 whbwhe3:58:0 ayweye3:58:0 indwhe1:57:14 wbweye1:56:0 abywhe1:56:0 bfweye1:55:0 ciweye1:55:0 sanwhe2:53:0 humwhe1:53:0 brrwhe9:53:0 brrwhe6:53:0 brrwhe10:53:0 madwhe1:53:0 satwhe2:53:0 loweye2:53:0 warwhe1:53:0 satwhe1:52:0 maswhe3:52:0 laweye1:52:0 capwhe3:52:0 yelwhe1:52:0
afywhe4,capwhe2:85:50 whbwhe3:77:32 ayweye1:66:14 afywhe3:63:5 wbweye1:56:0 abywhe1:56:0 ayweye3:55:0 bkcwhe1:54:0 afywhe1:54:0 brrwhe9:54:0 brrwhe6:54:0 brrwhe10:54:0 ciweye1:53:0 warwhe1:53:0 brrwhe3:53:0 satwhe2:53:0 bfweye1:52:0 maswhe3:52:0 satwhe1:52:0 gnbwhe1:52:0 loweye2:51:0 burwhe1:51:0 laweye1:51:0 sanwhe2:51:0
agaher1,triher:52:53 grnher:50:13 whcbit1:48:0 ruther1:46:20 strher2:46:0 chpher1:44:0 slaegr1:43:0 forbit1:43:0 pacreh1:43:0 pinbit1:43:0 amebit:43:0 blabit1:42:0 purher1:42:0 ycnher:42:0 redegr:41:0 father1:41:7 rubher2:41:0 whbher2:40:0 zigher1:40:0 btther1:40:3 blaher1:40:0 ausbit1:40:0 cocher1:39:3 pieher2:39:0
agitit1,unstit1:66:0 paltyr5:57:0 paltyr4:56:0 whttyr2:56:0 whbtyr1:55:0 paltyr2:54:0 boltyr1:54:0 blcfly1:54:0 pertyr1:53:0 boptyr1:53:0 paltyr3:53:0 eawpew:53:0 subtyr1:52:0 abttyr1:52:0 rubtyr1:52:0 gycfly1:52:0 nosfly1:52:0 pattyr3:52:0 y01036:52:0 amatyr1:52:0 rbctyr1:52:0 slftyr1:52:0 bubtyr1:52:0 jelcht1:52:0
ahafra2,scafra2:76:50 ercfra:64:0 hilfra2:63:0 dosfra2:62:50 jacfra2:61:0 natfra2:60:0 rebfra1:59:0 swafra1:58:0 clafra1:58:0 renfra1:57:0 chnfra2:57:0 swafra2:57:0 gysfra1:57:0 heufra1:56:0 harfra4:55:0 gybfra1:55:0 moofra2:55:0 hanfra2:54:0 yenspu1:54:0 forfra2:53:0 blkfra:52:0 crefra2:52:0 scbpar1:52:0 shefra1:51:0
ajpant1,mapant1:72:0 rorant1:66:0 bahant1:66:0 todant1:64:0 crbant1:64:0 blcant2:64:0 astant1:63:0 sptant1:63:0 spbant4:63:0 labant1:62:0 dugant1:62:0 ancant1:62:0 caaant1:59:0 yebant2:58:0 pecant1:58:0 ruwant3:56:0 ruwant4:56:0 stbant1:53:0 stcant4:53:0 amaant2:52:0 scaant2:51:0 orbant1:51:0 batant3:51:0 cheant1:51:0
akepa1,hawcre:56:50 hawama:49:50 hiscro:43:0 scocro1:42:0 scafin1:41:0 whwcro:41:0 parcro2:41:0 redcro:41:0 thbros1:41:0 comros:41:0 purfin:40:0 forcan1:40:0 olisis1:40:0 antsis1:40:0 yefsis1:40:0 soucit1:40:0 capsis2:40:0 hoosis1:40:0 yebsis1:39:0 amegfi:39:0 mouser2:39:0 mauala:39:0 vinros3:39:0 blaros1:39:0
akiapo,hawama:52:50 oahama:51:0 kauama:50:0 mauala:44:0 aniani:44:0 hawcre:42:0 layfin:41:0 forcan1:38:0 palila:38:0 rubeup1:37:0 orceup1:37:0 blhsis1:37:0 redcro:37:0 viegre2:36:0 apapan:36:50 purfin:36:0 orbeup1:35:0 prisee1:35:0 brican1:35:0 comros:35:0 yebsee2:35:0 whbros1:35:0 orifin1:35:0 hiscro:35:0
alatyr1,bartyr1:71:0 rubtyr1:70:0 blftyr1:69:0 bahtyr1:68:0 rultyr1:66:0 mfbtyr1:65:0 chabrt1:64:0 moctyr2:64:0 ciftyr1:64:0 ecutyr1:64:0 restyr1:63:0 saptyr1:63:0 olgtyr1:63:0 vabtyr1:63:0 sobtyr2:63:0 yegtyr1:62:0 sdmtyr2:62:0 spbtyr1:62:0 anbtyr1:62:0 oustyr1:61:0 migtyr1:60:0 pertyr1:59:0 vebtyr2:59:0 chotyr1:58:0
alblyr1,suplyr1:82:91 rufsht1:44:3 pilotb1:38:6
aldfly,wilfly:89:20 leafly:86:22 easpho:76:23 acafly:72:5 yebfly:69:5 hamfly:68:3 wesfly:67:1 pinfly1:66:0 dusfly:65:0 eawpew:65:18 gryfly:64:0 whtfly1:62:0 brcfly1:62:1 yelfly1:61:0 bubfly:59:0 pilfly1:58:0 blcfly1:58:0 galfly1:58:0 plcela1:58:0 gybfly1:57:0 amsfly1:57:0 olcfly1:57:0 pabmou1:57:0 swafly1:57:0
aleowl1,sheowl:68:0 mleowl1:67:0 loeowl:66:0 styowl1:63:0 strowl1:60:0 marowl2:58:0 rubowl2:56:0 brdowl:55:0 fulowl1:54:0 spoowl:53:0 himowl1:53:0 rulowl1:53:0 feaowl1:53:0 tawowl1:52:0 caeowl1:52:100 motowl:51:0 powowl1:51:0 uraowl1:50:0 humowl1:50:0 burowl:50:0 easowl1:49:0 barowl1:49:0 eursco1:49:0 wasowl1:49:0
alepar1,suppar1:54:40 regpar1:51:0 lotpar2:45:0 rebpar4:44:0 slhpar1:43:0 gyhpar2:43:0 railor7:43:0 nicpar1:43:0 cockat:42:20 alepar2:42:40 necpar1:42:0 railor4:42:0 plflor1:42:0 mirtai1:42:0 railor5:41:0 malpar1:41:0 luzrat1:41:0 blhpar3:41:0 rerpar1:41:0 varlor1:41:0 railor2:41:0 yefpar3:40:0 olhlor1:40:0 gropar1:40:0
alepar2,rorpar:82:92 nicpar1:61:0 blhpar3:60:0 gyhpar2:59:0 rebpar4:58:1 derpar1:58:0 plhpar1:58:0 slhpar1:55:0 lotpar2:54:1 maupar1:52:0 malpar1:52:0 suppar1:50:0 refpar4:47:0 railor2:47:0 bcrtai1:47:0 rewpar1:46:0 monpar1:46:2 vehpar1:46:0 horpar2:46:0 azrpar9:45:0 varlor1:45:0 laypar1:45:1 scblor1:45:0 mabpar:45:0
aleswi1,madswi1:56:0 horswi1:53:0 palswi3:52:0 fowswi1:52:0 braswi1:52:0 afrswi1:52:0 plaswi1:51:0 batswi1:51:0 alpswi1:50:0 nyaswi1:50:0 houswi1:48:0 comswi:48:0 motswi2:46:0 whrswi1:46:0 darswi1:43:0 saaswi1:42:0 fotswi1:42:0 cooswi1:42:0 blyswi1:42:0 litswi1:37:0 whtswi:34:0 volswi1:33:0 blkswi:32:0 scaswi1:32:0
aleter1,gybter1:68:0 whcter1:64:0 briter1:63:32 comter:61:16 blfter1:59:0 rivter1:57:0 whiter2:56:16 lecter2:55:0 arcter:53:8 forter:48:0 sooter1:48:0 whwter:47:12 kerter1:47:0 blbter1:46:0 perter2:46:0 bongul:45:0 antter1:45:0 gubter2:44:4 soater1:44:0 grcter1:44:4 hargul1:42:0 grhgul:42:0 mewgul:42:0 gbhgul2:41:0 lotjae:34:8
alfant1,spoant6:68:0 spoant5:67:0 masant1:63:0 stcant2:61:0 whbant7:60:0 amaant1:54:0 thlant2:53:0 thiant1:53:0 thlant3:53:0 sthant2:52:0 brbant1:52:0 spbant1:52:0 whlant2:52:0 samant1:51:0 tepant1:50:0 ocfant1:49:0 cunant1:49:0 watant1:48:0 eluant1:48:0 scbant2:48:0 rufant7:48:0 rufant2:47:0 antant1:46:0 tawant3:46:0
algnut1,snbnut1:69:0 eurnut2:69:40 cornut1:67:0 kasnut1:65:0 chbnut2:63:0 chvnut1:63:0 bnhnut:62:0 pygnut:62:0 chbnut4:62:0 yunnut1:62:0 prznut1:61:0 chbnut3:59:0 rebnut:59:20 whbnut:58:0 krunut1:58:0 whtnut1:57:0 beanut1:56:0 whbnut1:55:0 whcnut1:54:0 subnut1:54:0 rocnut1:52:0 pernut1:51:0 gianut1:51:0 blunut1:50:0 atlfly1:34:40
allant1,blhant3:66:0 scbant3:57:100 spwant3:56:0 slcant3:56:0 batant1:55:0 humant1:54:0 blcant3:54:0 pluant1:54:0 rufant4:54:0 blfant2:53:0 dumant3:53:0 yapant1:53:0 sooant1:52:0 lunant2:52:0 parant2:52:0 blsant1:52:0 sleant1:52:0 whbant6:52:0 bltant2:52:0 esmant1:51:0 asbant1:51:0 dusant1:51:0 wesant1:51:0 scbant8:51:0
allgal1,purgal2:69:27 purswa2:66:27 purswa:53:9 purswa6:53:0 azugal1:53:0 comgal1:52:5 commoo3:52:5 purswa3:49:0 purswa4:49:0 purswa5:49:0 afrcra1:47:0 btnhen1:47:0 babcra1:46:0 takahe3:46:0 whbwat1:46:0 auscra1:46:0 sora:46:0 spfgal1:46:0 rutbuh1:46:0 strcra1:45:0 baicra1:45:0 lesmoo1:45:0 bubrai1:45:0 spocra2:44:0 darter3:39:27
allhum,rufhum:81:55 annhum:63:36 bumhum:61:0 calhum:60:2 scihum1:59:0 withum1:59:0 volhum1:58:0 brthum:57:1 grbhum1:53:0 sathum1:53:0 ruswoo1:52:0 fescoq3:52:0 berhum:52:0 coshum:52:3 manhum1:52:0 bubhum:52:0 whceme1:52:0 pucwoo1:52:0 cinhum1:51:0 shghum1:51:0 vichum:51:0 bkchum:50:3 vereme1:50:0 rutsap1:50:0
alpacc1,dunnoc1:82:41 himacc1:79:18 rubacc1:61:3 bltacc1:60:0 robacc1:59:1 japacc1:59:0 sibacc:59:0 mabacc1:59:1 broacc1:58:0 radacc2:56:0 monacc1:53:0 misthr1:51:6 watpip1:51:4 taibar1:50:1 gyhbun1:50:1 eurlin1:49:4 blared1:49:5 trepip:48:1 asrfin1:47:3 houspa:46:5 norwhe:45:2 rtrthr1:45:3 refros1:45:1 whwlau1:45:1
alppip1,bufpip1:67:0 lobpip1:66:0 plbpip1:66:0 woopip1:66:0 auspip3:64:0 afrpip1:64:0 yetpip1:64:0 sogpip1:61:0 lolpip1:60:0 nilpip1:60:0 ricpip1:60:0 blypip1:59:0 strpip1:59:0 malpip1:58:0 oripip1:58:0 moupip1:58:0 corpip1:58:0 helpip1:58:0 shbpip1:58:0 amepip2:58:0 sprpip:57:0 chapip1:57:0 ocbpip1:57:0 retpip:56:0
