species_code,com_name,class_name
alpacc1,Alpine Accentor,aves
broacc1,Brown Accentor,aves
himacc1,Altai Accentor,aves
mabacc1,Maroon-backed Accentor,aves
monacc1,Mongolian Accentor,aves
dunnoc1,Dunnock,aves
sibacc,Siberian Accentor,aves
radacc2,Radde's Accentor,aves
robacc1,Robin Accentor,aves
japacc1,Japanese Accentor,aves
rubacc1,Rufous-breasted Accentor,aves
whhsaw1,White-headed Sawwing,aves
mousaw1,Mountain Sawwing,aves
sqtsaw1,Square-tailed Sawwing,aves
fansaw1,Fanti Sawwing,aves
blksaw1,Black Sawwing,aves
208006,Red Roarer,insecta
208004,Phantom Knight,insecta
207999,Clanger,insecta
208007,Golden Knight,insecta
208008,Yellowbelly,insecta
208009,Green Baron,insecta
208010,Redeye Cicada,insecta
208012,Little Baron,insecta
208011,Black Friday,insecta
208003,Black Prince,insecta
bushti,Bushtit,aves
lotbro1,Long-tailed Broadbill,aves
ruboro1,Russet-backed Oropendola,aves
dugoro1,Dusky-green Oropendola,aves
olioro1,Olive Oropendola,aves
bauoro2,Baudo Oropendola,aves
creoro1,Crested Oropendola,aves
blaoro1,Black Oropendola,aves
monoro1,Montezuma Oropendola,aves
greoro1,Green Oropendola,aves
chhoro1,Chestnut-headed Oropendola,aves
gospar1,Golden-shouldered Parrot,aves
hoopar1,Hooded Parrot,aves
parpar2,Paradise Parrot,aves
mulpar1,Mulga Parrot,aves
rerpar1,Red-rumped Parrot,aves
24256,Mountain Chorus Frog,amphibia
24265,Brimley's Chorus Frog,amphibia
24254,California Tree Frog,amphibia
24258,Spotted Chorus Frog,amphibia
1273326,Collinses' Mountain Chorus Frog,amphibia
24268,Spring Peeper,amphibia
24263,Upland Chorus Frog,amphibia
66952,Cajun Chorus Frog,amphibia
66953,New Jersey Chorus Frog,amphibia
24255,Boreal Chorus Frog,amphibia
24261,Southern Chorus Frog,amphibia
24262,Little Grass Frog,amphibia
24266,Ornate Chorus Frog,amphibia
24259,Pacific chorus frog,amphibia
24257,Strecker's Chorus Frog,amphibia
24267,Western Chorus Frog,amphibia
caccan1,Cactus Canastero,aves
dutcan1,Dusky-tailed Canastero,aves
patcan2,Patagonian Canastero,aves
stecan1,Steinbach's Canastero,aves
whihaw1,White Hawk,aves
gybhaw2,Gray-backed Hawk,aves
manhaw2,Mantled Hawk,aves
gawtyr2,Gray-and-white Tyrannulet,aves
gyrswa1,Gray-rumped Swallow,aves
whsibi1,White-shouldered Ibis,aves
giaibi1,Giant Ibis,aves
renibi1,Red-naped Ibis,aves
24411,Lesser Swimming Frog,amphibia
24412,Paradoxical Swimming Frog,amphibia
66971,Paraguayan Swimming Frog,amphibia
warfly1,Ward's Vanga,aves
maspet1,Mascarene Petrel,aves
becpet1,Beck's Petrel,aves
fijpet1,Fiji Petrel,aves
tahpet1,Tahiti Petrel,aves
grabro1,Grauer's Broadbill,aves
42775,Common Ring-tailed Possum,mammalia
afrmar2,African River Martin,aves
wermar2,White-eyed River Martin,aves
458943,Marsh meadow grasshopper,insecta
496774,Water-meadow Grasshopper,insecta
501625,Meadow Grasshopper,insecta
strtuf1,Streaked Tuftedcheek,aves
buftuf3,Pacific Tuftedcheek,aves
buftuf1,Buffy Tuftedcheek,aves
subdor1,Subtropical Doradito,aves
ticdor1,Ticking Doradito,aves
dindor2,Dinelli's Doradito,aves
wardor1,Warbling Doradito,aves
credor1,Crested Doradito,aves
yermar1,Yellow-rumped Marshbird,aves
baymar1,Brown-and-yellow Marshbird,aves
maupar,Maui Parrotbill,aves
gyhsow1,Gray-capped Social-Weaver,aves
bcswea1,Black-capped Social-Weaver,aves
23174,Hensel's Swamp Frog,amphibia
476633,Pseudopaludicola pocoto,amphibia
70881,Amboli bush frog,amphibia
26433,Waynad bush frog,amphibia
25258,Red-crowned Toadlet,amphibia
25260,Brown Brood Frog,amphibia
25257,Red-backed Brood Frog,amphibia
25253,Dendy's Brood Frog,amphibia
25254,Crawling Brood Frog,amphibia
25261,Major Brood Frog,amphibia
25250,Copper-backed Brood Frog,amphibia
25251,Southern Brood Frog,amphibia
900612,Pseudophyllus hercules,insecta
whcman2,White-crowned Manakin,aves
grotit1,Ground Tit,aves
41539,False Killer Whale,mammalia
ruspit1,Rusty Pitohui,aves
whbpit1,White-bellied Pitohui,aves
363817,Pseudorhynchus gigas,insecta
701931,Lesson's Mimicking Snout-nose,insecta
rubsal1,Rufous-bellied Mountain Tanager,aves
caacac1,Caatinga Cacholote,aves
whtcac2,White-throated Cacholote,aves
brncac1,Brown Cacholote,aves
rufcac2,Rufous Cacholote,aves
blhhem1,Black-headed Hemispingus,aves
drahem1,Drab Hemispingus,aves
boptyr1,Bronze-olive Pygmy-Tyrant,aves
rhptyr1,Rufous-headed Pygmy-Tyrant,aves
hfptyr1,Hazel-fronted Pygmy-Tyrant,aves
indbar1,Indochinese Barbet,aves
flfbar1,Flame-fronted Barbet,aves
bltbar2,Blue-throated Barbet,aves
gotbar3,Necklaced Barbet,aves
litbar1,Yellow-eared Barbet,aves
tutbar1,Turquoise-throated Barbet,aves
gowbar2,Gold-whiskered Barbet,aves
brtbar1,Brown-throated Barbet,aves
buebar1,Blue-eared Barbet,aves
buebar2,Black-eared Barbet,aves
borbar1,Bornean Barbet,aves
chibar1,Chinese Barbet,aves
grebar3,Green-eared Barbet,aves
yefbar1,Yellow-fronted Barbet,aves
gotbar2,Golden-throated Barbet,aves
copbar1,Coppersmith Barbet,aves
yecbar1,Yellow-crowned Barbet,aves
moubar2,Moustached Barbet,aves
blbbar2,Black-banded Barbet,aves
revbar1,Red-vented Barbet,aves
linbar1,Lineated Barbet,aves
crfbar1,Malabar Barbet,aves
moubar1,Mountain Barbet,aves
retbar1,Red-throated Barbet,aves
taibar2,Taiwan Barbet,aves
blbbar5,Black-browed Barbet,aves
gonbar1,Golden-naped Barbet,aves
fitbar1,Fire-tufted Barbet,aves
recbar1,Red-crowned Barbet,aves
crfbar3,Crimson-fronted Barbet,aves
grebar1,Great Barbet,aves
whcbar1,White-cheeked Barbet,aves
brhbar1,Brown-headed Barbet,aves
moupar2,Mountain Parakeet,aves
gyhpar1,Gray-hooded Parakeet,aves
spobam1,Spotted Bamboowren,aves
flaowl,Flammulated Owl,aves
grnpar2,Socorro Parakeet,aves
hispar,Hispaniolan Parakeet,aves
rempar,Red-masked Parakeet,aves
cubpar2,Cuban Parakeet,aves
crfpar,Crimson-fronted Parakeet,aves
scfpar3,Cordilleran Parakeet,aves
grnpar,Green Parakeet,aves
whepar2,White-eyed Parakeet,aves
purpar2,Puerto Rican Parakeet,aves
mitpar,Mitred Parakeet,aves
pacpar1,Pacific Parakeet,aves
scfpar2,Scarlet-fronted Parakeet,aves
brtpar2,Brehm's Tiger-Parrot,aves
matpar1,Madarasz's Tiger-Parrot,aves
motpar1,Modest Tiger-Parrot,aves
patpar1,Painted Tiger-Parrot,aves
rebpar4,Red-breasted Parakeet,aves
magpar1,Mauritius Gray Parrot,aves
laypar1,Layard's Parakeet,aves
nicpar1,Nicobar Parakeet,aves
malpar1,Malabar Parakeet,aves
plhpar1,Plum-headed Parakeet,aves
derpar1,Derbyan Parakeet,aves
maupar1,Echo Parakeet,aves
alepar2,Alexandrine Parakeet,aves
newpar2,Newton's Parakeet,aves
gyhpar2,Gray-headed Parakeet,aves
slhpar1,Slaty-headed Parakeet,aves
rorpar,Rose-ringed Parakeet,aves
lotpar2,Long-tailed Parakeet,aves
blhpar3,Blossom-headed Parakeet,aves
seypar2,Seychelles Parakeet,aves
grepar,Gray Parrot,aves
grypar10,Timneh Parrot,aves
puclor1,Purple-crowned Lorikeet,aves
litlor1,Little Lorikeet,aves
varlor1,Varied Lorikeet,aves
burpar5,Simeulue Parrot,aves
blrpar1,Blue-rumped Parrot,aves
ou,Ou,aves
pespar1,Pesquet's Parrot,aves
gywtru1,Gray-winged Trumpeter,aves
pawtru2,Pale-winged Trumpeter,aves
dawtru1,Dark-winged Trumpeter,aves
chiwed2,Chirruping Wedgebill,aves
weswhi1,Western Whipbird,aves
chiwed1,Chiming Wedgebill,aves
easwhi1,Eastern Whipbird,aves
470524,Rattle Grasshopper,insecta
33891,Common Barking Gecko,reptilia
kospar1,King-of-Saxony Bird-of-Paradise,aves
rebfra1,Red-billed Spurfowl,aves
renfra1,Red-necked Spurfowl,aves
ahafra2,Ahanta Spurfowl,aves
dosfra2,Double-spurred Spurfowl,aves
camfra2,Mount Cameroon Spurfowl,aves
capfra2,Cape Spurfowl,aves
chnfra2,Chestnut-naped Spurfowl,aves
clafra1,Clapperton's Spurfowl,aves
ercfra,Erckel's Spurfowl,aves
gysfra1,Gray-striped Spurfowl,aves
harfra3,Hartlaub's Spurfowl,aves
harfra4,Harwood's Spurfowl,aves
hilfra2,Hildebrandt's Spurfowl,aves
heufra1,Heuglin's Spurfowl,aves
jacfra2,Jackson's Spurfowl,aves
yenspu1,Yellow-necked Spurfowl,aves
natfra2,Natal Spurfowl,aves
hanfra2,Handsome Spurfowl,aves
djifra1,Djibouti Spurfowl,aves
gybfra1,Gray-breasted Spurfowl,aves
scafra2,Scaly Spurfowl,aves
swafra2,Swainson's Spurfowl,aves
swifra2,Swierstra's Spurfowl,aves
pitsan1,Pin-tailed Sandgrouse,aves
dobsan1,Double-banded Sandgrouse,aves
bursan1,Burchell's Sandgrouse,aves
crosan1,Crowned Sandgrouse,aves
blfsan1,Black-faced Sandgrouse,aves
chbsan,Chestnut-bellied Sandgrouse,aves
yetsan1,Yellow-throated Sandgrouse,aves
paisan1,Painted Sandgrouse,aves
licsan1,Lichtenstein's Sandgrouse,aves
namsan1,Namaqua Sandgrouse,aves
blbsan1,Black-bellied Sandgrouse,aves
madsan1,Madagascar Sandgrouse,aves
fobsan1,Four-banded Sandgrouse,aves
sposan1,Spotted Sandgrouse,aves
phopet1,Phoenix Petrel,aves
tripet1,Trindade Petrel,aves
henpet1,Henderson Petrel,aves
chapet1,Chatham Islands Petrel,aves
barpet1,Barau's Petrel,aves
colpet1,Collared Petrel,aves
berpet,Bermuda Petrel,aves
bkcpet2,Jamaican Petrel,aves
whnpet,White-necked Petrel,aves
coopet,Cook's Petrel,aves
maspet3,Masatierra Petrel,aves
feapet2,Desertas Petrel,aves
jufpet,Juan Fernandez Petrel,aves
feapet3,Cape Verde Petrel,aves
grwpet2,Gray-faced Petrel,aves
bkcpet,Black-capped Petrel,aves
herpet2,Herald Petrel,aves
bonpet,Bonin Petrel,aves
atlpet1,Atlantic Petrel,aves
motpet,Mottled Petrel,aves
whhpet1,White-headed Petrel,aves
goupet1,Gould's Petrel,aves
stepet,Stejneger's Petrel,aves
grwpet3,Great-winged Petrel,aves
madpet,Zino's Petrel,aves
magpet1,Magenta Petrel,aves
soppet1,Soft-plumaged Petrel,aves
kerpet,Kermadec Petrel,aves
bkwpet,Black-winged Petrel,aves
galpet,Galapagos Petrel,aves
pycpet1,Pycroft's Petrel,aves
lshpet1,Large St. Helena Petrel,aves
hawpet1,Hawaiian Petrel,aves
solpet1,Providence Petrel,aves
murpet,Murphy's Petrel,aves
blnara1,Black-necked Aracari,aves
ivbara1,Ivory-billed Aracari,aves
saftou2,Saffron Toucanet,aves
cucara1,Curl-crested Aracari,aves
renara1,Red-necked Aracari,aves
cheara1,Chestnut-eared Aracari,aves
338135,Pale-mandibled Aracari,aves
fibara1,Fiery-billed Aracari,aves
letara1,Lettered Aracari,aves
mabara1,Many-banded Aracari,aves
colara2,Collared Aracari,aves
greara1,Green Aracari,aves
46146,Siberian Flying Squirrel,mammalia
468533,Marsh-cricket,insecta
925190,Confusing Pygmy Cricket,insecta
harduc1,Hartlaub's Duck,aves
1431098,Clarion Mustached Bat,mammalia
41219,Davy's naked-backed bat,mammalia
1076872,Tawny Naked-backed Bat,mammalia
765484,Mesoamerican Common Mustached Bat,mammalia
41220,Wagner's moustached bat,mammalia
41222,Sooty Moustached Bat,mammalia
1453917,Rusty Mustached Bat,mammalia
41845,Giant Otter,mammalia
gresap1,Great Sapphirewing,aves
118951,Common True Katydid,insecta
cthhue1,Chestnut-throated Huet-huet,aves
moutur1,Moustached Turca,aves
bthhue1,Black-throated Huet-huet,aves
40913,Black Flying-fox,mammalia
40911,Spectacled Flying-fox,mammalia
40887,Ryukyu Flying-fox,mammalia
40884,Variable Flying-fox,mammalia
40898,Lyle's Flying-fox,mammalia
1641421,Indian Flying Fox,mammalia
40892,Mauritius Flying-fox,mammalia
40905,Grey-headed Flying-fox,mammalia
40872,Bonin Flying-fox,mammalia
40908,Little Red Flying-fox,mammalia
40871,Seychelles Flying-fox,mammalia
40918,Pacific Flying-fox,mammalia
40902,Large Flying-fox,mammalia
40901,Pemba Flying-fox,mammalia
whtlau1,White-throated Laughingthrush,aves
buflau1,Buffy Laughingthrush,aves
gyslau,Gray-sided Laughingthrush,aves
bltlau1,Black-throated Laughingthrush,aves
buclau1,Blue-crowned Laughingthrush,aves
pedlau1,Pere David's Laughingthrush,aves
wynlau1,Wayanad Laughingthrush,aves
yetlau1,Yellow-throated Laughingthrush,aves
ruvlau1,Rufous-vented Laughingthrush,aves
tibbab1,Tibetan Babax,aves
chibab2,Chinese Babax,aves
chclau3,Chestnut-capped Laughingthrush,aves
chblau1,Chestnut-backed Laughingthrush,aves
gnlthr,Greater Necklaced Laughingthrush,aves
maslau1,Masked Laughingthrush,aves
ruslau1,Rusty Laughingthrush,aves
ruclau2,Rufous-crowned Laughingthrush,aves
runlau1,Rufous-necked Laughingthrush,aves
whblau1,White-browed Laughingthrush,aves
chhlau1,Chestnut-hooded Laughingthrush,aves
whclau1,White-cheeked Laughingthrush,aves
giabab1,Giant Babax,aves
chibub1,Mount Victoria Babax,aves
cfsbab1,Trilling Shrike-Babbler,aves
whbshb1,White-browed Shrike-Babbler,aves
wbsbab2,Pied Shrike-Babbler,aves
clishb1,Clicking Shrike-Babbler,aves
besbab1,Black-eared Shrike-Babbler,aves
bhsbab1,Black-headed Shrike-Babbler,aves
grsbab1,Green Shrike-Babbler,aves
bbfdov2,Black-banded Fruit-Dove,aves
nefdov1,Negros Fruit-Dove,aves
offdov1,Orange-fronted Fruit-Dove,aves
mafdov1,Makatea Fruit-Dove,aves
gygfrd2,Raiatea Fruit-Dove,aves
bbfdov1,Black-backed Fruit-Dove,aves
atfdov1,Atoll Fruit-Dove,aves
cofdov1,Coroneted Fruit-Dove,aves
rnfdov1,Red-naped Fruit-Dove,aves
wcfdov1,White-capped Fruit-Dove,aves
whfdov2,White-headed Fruit-Dove,aves
cafdov1,Carunculated Fruit-Dove,aves
rbfdov1,Red-bellied Fruit-Dove,aves
kosfrd1,Kosrae Fruit-Dove,aves
clfdov1,Cloven-feathered Dove,aves
rafdov1,Rapa Fruit-Dove,aves
gyhfrd1,Gray-headed Fruit-Dove,aves
kbfdov1,Knob-billed Fruit-Dove,aves
hifdov1,Henderson Island Fruit-Dove,aves
obfdov1,Orange-bellied Fruit-Dove,aves
veldov1,Whistling Dove,aves
goldov1,Golden Dove,aves
bknfrd1,Black-naped Fruit-Dove,aves
rmfdov1,Red-moustached Fruit-Dove,aves
bcfdov2,Blue-capped Fruit-Dove,aves
dwafrd1,Dwarf Fruit-Dove,aves
orfdov1,Ornate Fruit-Dove,aves
pafdov1,Palau Fruit-Dove,aves
psfdov1,Pink-spotted Fruit-Dove,aves
mcfdov1,Many-colored Fruit-Dove,aves
pucfrd1,Purple-capped Fruit-Dove,aves
ccfdov1,Crimson-crowned Fruit-Dove,aves
phfdov1,Pink-headed Fruit-Dove,aves
befdov1,Beautiful Fruit-Dove,aves
gygfrd1,Gray-green Fruit-Dove,aves
cifdov1,Cook Islands Fruit-Dove,aves
rcfdov1,Rose-crowned Fruit-Dove,aves
scfdov1,Silver-capped Fruit-Dove,aves
whbfrd1,White-breasted Fruit-Dove,aves
mafdov2,Mariana Fruit-Dove,aves
yebfrd2,Yellow-bibbed Fruit-Dove,aves
yebfrd1,Geelvink Fruit-Dove,aves
sufdov1,Superb Fruit-Dove,aves
tafdov1,Tanna Fruit-Dove,aves
oradov1,Orange Dove,aves
cbfdov1,Claret-breasted Fruit-Dove,aves
wafdov1,Wallace's Fruit-Dove,aves
ltsfly1,Long-tailed Silky-flycatcher,aves
grsfly1,Gray Silky-flycatcher,aves
fawbab1,Falcated Wren-Babbler,aves
bowbab1,Bornean Wren-Babbler,aves
stwbab2,Striated Wren-Babbler,aves
satbow1,Satin Bowerbird,aves
nahfra2,Nahan's Partridge,aves
stopar1,Stone Partridge,aves
rushon1,Rufous-sided Honeyeater,aves
rubhon1,Rufous-backed Honeyeater,aves
mayhon1,Mayr's Honeyeater,aves
olshon1,Yellow-streaked Honeyeater,aves
blbhon1,Gray-streaked Honeyeater,aves
leahon1,Leaden Honeyeater,aves
swfowl1,Southern White-faced Owl,aves
nwfowl1,Northern White-faced Owl,aves
magrif2,Growling Riflebird,aves
magrif3,Magnificent Riflebird,aves
parrif1,Paradise Riflebird,aves
vicrif1,Victoria's Riflebird,aves
blujeb1,Blue Jewel-babbler,aves
cbjbab1,Chestnut-backed Jewel-babbler,aves
blujeb2,Dimorphic Jewel-babbler,aves
spjbab1,Spotted Jewel-babbler,aves
piapia1,Piapiac,aves
yethon2,Yellow-tinted Honeyeater,aves
fushon1,Fuscous Honeyeater,aves
gyhhon1,Gray-headed Honeyeater,aves
yephon1,Yellow-plumed Honeyeater,aves
whphon1,White-plumed Honeyeater,aves
gyfhon1,Gray-fronted Honeyeater,aves
cubbla,Cuban Blackbird,aves
25778,Anchieta's Ridged Frog,amphibia
25782,Mascarene Ridged Frog,amphibia
25763,Mozambique ridged frog,amphibia
476664,Nile Ridged Frog,amphibia
25744,Sharp-nosed ridged frog,amphibia
casauk,Cassin's Auklet,aves
duscrm1,Dusky Crag-Martin,aves
rocmar5,Southern Crag-Martin,aves
465888,Pale Crag-Martin,aves
rocmar4,Red-throated Crag-Martin,aves
eurcrm1,Eurasian Crag-Martin,aves
kokphe1,Koklass Pheasant,aves
42169,Southern Pudú,mammalia
litshe8,Little Shearwater,aves
towshe1,Townsend's Shearwater,aves
troshe5,Tropical Shearwater,aves
troshe4,Bannerman's Shearwater,aves
litshe1,Barolo Shearwater,aves
litshe2,Boyd's Shearwater,aves
bryshe1,Bryan's Shearwater,aves
litshe4,Subantarctic Shearwater,aves
flushe1,Fluttering Shearwater,aves
heishe1,Heinroth's Shearwater,aves
hutshe1,Hutton's Shearwater,aves
audshe,Sargasso Shearwater,aves
balshe1,Balearic Shearwater,aves
towshe3,Rapa Shearwater,aves
chrshe,Christmas Shearwater,aves
towshe2,Newell's Shearwater,aves
bkvshe,Black-vented Shearwater,aves
pershe1,Persian Shearwater,aves
manshe,Manx Shearwater,aves
audshe3,Galapagos Shearwater,aves
medshe1,Yelkouan Shearwater,aves
476395,Brown Marsh Frog,amphibia
476401,Rough-sided frog,amphibia
476484,Side-spotted Swamp Frog,amphibia
tabowl1,Tawny-browed Owl,aves
babowl1,Band-bellied Owl,aves
speowl1,Spectacled Owl,aves
42007,Mountain Lion,mammalia
909419,Purana gigas,insecta
556897,Purana usnani,insecta
whfhon1,White-fronted Honeyeater,aves
recpar1,Red-capped Parrot,aves
1603072,Hooded Saddle Bush-cricket,insecta
sohbul1,Sooty-headed Bulbul,aves
combul2,Common Bulbul,aves
orsbul3,Orange-spotted Bulbul,aves
ayebul1,Ayeyarwady Bulbul,aves
reebul1,Red-eyed Bulbul,aves
revbul,Red-vented Bulbul,aves
capbul1,Cape Bulbul,aves
asfbul1,Ashy-fronted Bulbul,aves
stebul2,Streak-eared Bulbul,aves
sttbul2,Pale-eyed Bulbul,aves
sttbul3,Stripe-throated Bulbul,aves
flabul1,Flavescent Bulbul,aves
yevbul1,Yellow-vented Bulbul,aves
rewbul,Red-whiskered Bulbul,aves
whcbul2,Himalayan Bulbul,aves
flabul3,Pale-faced Bulbul,aves
whebul1,White-eared Bulbul,aves
whbbul2,White-browed Bulbul,aves
blfbul1,Black-fronted Bulbul,aves
yeebul1,Yellow-eared Bulbul,aves
olwbul1,Olive-winged Bulbul,aves
crebul1,Cream-eyed Bulbul,aves
crvbul1,Cream-vented Bulbul,aves
livbul1,Light-vented Bulbul,aves
orsbul2,Aceh Bulbul,aves
stybul1,Styan's Bulbul,aves
spnbul1,Spot-necked Bulbul,aves
yetbul1,Yellow-throated Bulbul,aves
whsbul1,White-spectacled Bulbul,aves
brbbul1,Brown-breasted Bulbul,aves
sthbul1,Straw-headed Bulbul,aves
pilotb1,Pilotbird,aves
marhon1,Marbled Honeyeater,aves
plahon1,Plain Honeyeater,aves
sthhon1,Streak-headed Honeyeater,aves
whttre2,White-throated Treerunner,aves
43517,Red-shanked Douc Langur,mammalia
74992,Black-shanked Douc Langur,mammalia
spwant2,Spot-winged Antshrike,aves
bawswa1,Blue-and-white Swallow,aves
blcswa2,Black-collared Swallow,aves
adepen1,Adelie Penguin,aves
chipen2,Chinstrap Penguin,aves
genpen1,Gentoo Penguin,aves
lessee1,Lesser Seedcracker,aves
blbsee1,Black-bellied Seedcracker,aves
crisee1,Crimson Seedcracker,aves
blasno1,Blanford's Snowfinch,aves
pedsno1,Pere David's Snowfinch,aves
runsno1,Rufous-necked Snowfinch,aves
afgsno1,Afghan Snowfinch,aves
fbfeye1,Fringe-backed Fire-eye,aves
eaafie1,East Amazonian Fire-eye,aves
wsfeye1,White-shouldered Fire-eye,aves
wesfie1,Western Fire-eye,aves
whbfie9,Tapajos Fire-eye,aves
balpar1,Bald Parrot,aves
orcpar2,Orange-cheeked Parrot,aves
caipar2,Caica Parrot,aves
brhpar1,Brown-hooded Parrot,aves
rofpar2,Rose-faced Parrot,aves
sahpar1,Saffron-headed Parrot,aves
vulpar1,Vulturine Parrot,aves
brufly1,Brujo Flycatcher,aves
verfly,Vermilion Flycatcher,aves
rerfru1,Red-ruffed Fruitcrow,aves
fiediu1,Fire-eyed Diucon,aves
yebcho1,Yellow-billed Chough,aves
rebcho1,Red-billed Chough,aves
redthr1,Redthroat,aves
spewar3,Speckled Warbler,aves
cinfly2,Cinnamon Flycatcher,aves
gonfin1,Gold-naped Finch,aves
orabul1,Orange Bullfinch,aves
gyhbul2,Gray-headed Bullfinch,aves
rehbul1,Red-headed Bullfinch,aves
whcbul1,White-cheeked Bullfinch,aves
eurbul1,Azores Bullfinch,aves
brobul1,Brown Bullfinch,aves
gyhbul5,Taiwan Bullfinch,aves
eurbul,Eurasian Bullfinch,aves
whnpar1,White-necked Parakeet,aves
sanpar2,Santarem Parakeet,aves
paipar5,Perija Parakeet,aves
brbpar2,Brown-breasted Parakeet,aves
bltpar2,Ochre-marked Parakeet,aves
blwpar2,Blaze-winged Parakeet,aves
fispar1,Fiery-shouldered Parakeet,aves
paipar6,Venezuelan Parakeet,aves
mabpar,Maroon-bellied Parakeet,aves
gybpar1,Gray-breasted Parakeet,aves
reepar1,Red-eared Parakeet,aves
suwpar1,Sulphur-winged Parakeet,aves
peapar1,Pearly Parakeet,aves
mafpar3,Maroon-faced Parakeet,aves
bonpar1,Bonaparte's Parakeet,aves
matpar2,Maroon-tailed Parakeet,aves
gncpar,Green-cheeked Parakeet,aves
elopar1,El Oro Parakeet,aves
crbpar1,Crimson-bellied Parakeet,aves
pfrpar1,Pfrimer's Parakeet,aves
paipar2,Painted Parakeet,aves
rohpar1,Rose-headed Parakeet,aves
rofpar3,Rose-fronted Parakeet,aves
blcpar1,Black-capped Parakeet,aves
496005,Subandean Parakeet,aves
sampar1,Santa Marta Parakeet,aves
orwpyt1,Orange-winged Pytilia,aves
refpyt1,Red-faced Pytilia,aves
rebpyt1,Red-billed Pytilia,aves
grwpyt1,Green-winged Pytilia,aves
rewpyt1,Red-winged Pytilia,aves
bawnig3,Tschudi's Nightjar,aves
carque1,Cardinal Quelea,aves
rehque1,Red-headed Quelea,aves
rebque1,Red-billed Quelea,aves
putfru1,Purple-throated Fruitcrow,aves
244024,Giant Cicada,insecta
cargra1,Carib Grackle,aves
botgra,Boat-tailed Grackle,aves
grtgra,Great-tailed Grackle,aves
nicgra1,Nicaraguan Grackle,aves
gragra1,Greater Antillean Grackle,aves
slbgra1,Slender-billed Grackle,aves
comgra,Common Grackle,aves
caaant1,Caatinga Antwren,aves
radshe1,Radjah Shelduck,aves
forrai1,Forbes's Forest Rail,aves
wsfrai1,White-striped Forest Rail,aves
mayrai1,Mayr's Forest Rail,aves
chfrai1,Chestnut Forest Rail,aves
andcra1,Andaman Crake,aves
sllcra1,Slaty-legged Crake,aves
relcra1,Red-legged Crake,aves
rencra1,Red-necked Crake,aves
virrai1,Ecuadorian Rail,aves
ausrai1,Austral Rail,aves
watrai1,Water Rail,aves
afrrai1,African Rail,aves
clarai11,Clapper Rail,aves
kinrai4,King Rail,aves
bncrai1,Brown-cheeked Rail,aves
virrai2,Virginia Rail,aves
manrai1,Mangrove Rail,aves
madrai1,Madagascar Rail,aves
ridrai1,Ridgway's Rail,aves
bograi1,Bogota Rail,aves
kinrai2,Aztec Rail,aves
plfrai1,Plain-flanked Rail,aves
vichum,Violet-crowned Hummingbird,aves
grfhum1,Green-fronted Hummingbird,aves
bkmtou1,Yellow-throated Toucan,aves
chotou1,Choco Toucan,aves
rebtou2,Red-breasted Toucan,aves
kebtou1,Keel-billed Toucan,aves
toctou1,Toco Toucan,aves
whttou1,White-throated Toucan,aves
chbtou1,Channel-billed Toucan,aves
refdov1,Red-eared Fruit-Dove,aves
macfrd1,Maroon-chinned Fruit-Dove,aves
jafdov1,Jambu Fruit-Dove,aves
bcfdov1,Black-chinned Fruit-Dove,aves
macfrd2,Sula Fruit-Dove,aves
fbfdov1,Flame-breasted Fruit-Dove,aves
crbfrd1,Cream-breasted Fruit-Dove,aves
ybfdov2,Yellow-breasted Fruit-Dove,aves
macfrd3,Banggai Fruit-Dove,aves
lobgna5,Long-billed Gnatwren,aves
lobgna4,Chattering Gnatwren,aves
bratan1,Brazilian Tanager,aves
sibtan2,Silver-beaked Tanager,aves
crbtan1,Crimson-backed Tanager,aves
flrtan1,Flame-rumped Tanager,aves
bkbtan1,Black-bellied Tanager,aves
mactan1,Masked Crimson Tanager,aves
y00599,Scarlet-rumped Tanager,aves
crctan1,Crimson-collared Tanager,aves
whbthr3,Martinique Thrasher,aves
whbthr4,St. Lucia Thrasher,aves
thblar1,Thick-billed Lark,aves
sabher1,Saw-billed Hermit,aves
blbtho1,Black-backed Thornbill,aves
pubtho1,Purple-backed Thornbill,aves
flafly1,Flammulated Flycatcher,aves
dutfla1,Dusky-tailed Flatbill,aves
lahfla2,Large-headed Flatbill,aves
rutfla1,Rufous-tailed Flatbill,aves
babhon1,Bar-breasted Honeyeater,aves
brbhon1,Brown-backed Honeyeater,aves
25488,Moor Frog,amphibia
25545,Northern Red-legged Frog,amphibia
25669,Agile Frog,amphibia
25523,Tago's Brown Frog,amphibia
25591,European Common Frog,amphibia
460621,Ueno's Brown Frog,amphibia
ranwar1,Rand's Warbler,aves
42199,Caribou,mammalia
517069,Green-and-Golden Bell Frog,amphibia
517096,Motorbike Frog,amphibia
517107,Southern Bell Frog,amphibia
70908,Variable Bush Frog,amphibia
26350,Beddome's Bush Frog,amphibia
134972,Coorg Yellow Bush Frog,amphibia
66387,Kalpetta Yellow Bush Frog,amphibia
26426,Karin Bubble-nest Frog,amphibia
26310,Kudremukh Bush Frog,amphibia
dodo1,Dodo,aves
44570,Australian Bush Rat,mammalia
1458045,Australian Swamp Rat,mammalia
44576,Brown Rat,mammalia
44575,Black Rat,mammalia
46032,Pale Giant Squirrel,mammalia
46033,Black Giant Squirrel,mammalia
46030,Indian Giant Squirrel,mammalia
baytan3,Blue-and-yellow Tanager,aves
1658296,South Australian Tree Frog,amphibia
1633164,Southern Brown Tree Frog,amphibia
