species_code,com_name,class_name
1633168,Whirring Tree Frog,amphibia
1633169,Verreaux's Tree Frog,amphibia
ameavo,American Avocet,aves
andavo1,Andean Avocet,aves
pieavo1,Pied Avocet,aves
renavo1,Red-necked Avocet,aves
42305,Southern Reedbuck,mammalia
42306,Mountain Reedbuck,mammalia
flamec1,Flamecrest,aves
firecr1,Common Firecrest,aves
firecr3,Madeira Firecrest,aves
goldcr1,Goldcrest,aves
gockin,Golden-crowned Kinglet,aves
picdov1,Pied Cuckoo-Dove,aves
crcdov1,Crested Cuckoo-Dove,aves
grcdov2,Great Cuckoo-Dove,aves
44431,Western Harvest Mouse,mammalia
chptit1,Chinese Penduline-Tit,aves
wcptit1,White-crowned Penduline-Tit,aves
bhptit1,Black-headed Penduline-Tit,aves
euptit1,Eurasian Penduline-Tit,aves
lobrha1,Long-billed Rhabdornis,aves
stbrha1,Stripe-breasted Rhabdornis,aves
stsrha2,Stripe-sided Rhabdornis,aves
visrha1,Visayan Rhabdornis,aves
wrihor1,Wrinkled Hornbill,aves
sulhor1,Sulawesi Hornbill,aves
wrihor2,Writhed Hornbill,aves
wrbhor1,Writhe-billed Hornbill,aves
743461,Rhacocleis annulata,insecta
67078,Leaf Litter Toad,amphibia
motwhi1,Mottled Berryhunter,aves
yebmal1,Yellow-billed Malkoha,aves
sirnee1,Silver-rumped Spinetail,aves
sabspi1,Sabine's Spinetail,aves
grerhe1,Greater Rhea,aves
lesrhe2,Lesser Rhea,aves
harant1,Harlequin Antbird,aves
chcant1,Chestnut-crested Antbird,aves
baeant1,Bare-eyed Antbird,aves
whbant5,White-breasted Antbird,aves
hacant1,Hairy-crested Antbird,aves
crearg3,Malayan Crested Argus,aves
crearg1,Vietnamese Crested Argus,aves
67093,Argentine Toad,amphibia
67107,Cururu Toad,amphibia
67108,Bella Vista Toad,amphibia
67114,granular toad,amphibia
517119,Giant Toad,amphibia
67117,Yellow Cururu Toad,amphibia
553515,Cane Toad,amphibia
67135,Ornate Forest toad,amphibia
43345,Indian Rhinoceros,mammalia
cregal1,Crested Gallito,aves
40694,acuminate horseshoe bat,mammalia
40676,Intermediate Horseshoe Bat,mammalia
40673,Blasius's horseshoe bat,mammalia
1425890,Indochinese Horseshoe Bat,mammalia
320633,Geoffroy's horseshoe bat,mammalia
40646,Creagh's horseshoe bat,mammalia
40677,Mediterranean horseshoe bat,mammalia
40645,Greater Horseshoe Bat,mammalia
75013,Formosan Woolly Horseshoe Bat,mammalia
183175,Hildebrandt's horseshoe bat,mammalia
40695,Lesser Horseshoe Bat,mammalia
40679,insular horseshoe bat,mammalia
40686,Woolly Horseshoe Bat,mammalia
40661,Eastern Horseshoe Bat,mammalia
785254,Formosan Lesser Horseshoe Bat,mammalia
1421190,Glossy Horseshoe Bat,mammalia
40654,Rufous Horseshoe Bat,mammalia
40702,Lesser Woolly Horseshoe Bat,mammalia
40693,Bushveld horseshoe bat,mammalia
75023,Chinese Rufous Horseshoe Bat,mammalia
40670,Swinny's horseshoe bat,mammalia
40692,Trefoil Horseshoe Bat,mammalia
26686,Mexican Burrowing Toad,amphibia
helhor1,Helmeted Hornbill,aves
155330,Egyptian Mouse-tailed Bat,mammalia
40640,Greater Mouse-tailed Bat,mammalia
blsbil1,Black Scimitarbill,aves
forwoo1,Forest Scimitarbill,aves
cosbil1,Common Scimitarbill,aves
absbil1,Abyssinian Scimitarbill,aves
jercou1,Jerdon's Courser,aves
brwcou1,Bronze-winged Courser,aves
thbcou1,Three-banded Courser,aves
rafmal1,Raffles's Malkoha,aves
whtfan1,White-throated Fantail,aves
gryfan1,Gray Fantail,aves
visfan1,Visayan Fantail,aves
spbfan1,Spot-breasted Fantail,aves
frifan1,Friendly Fantail,aves
blafan1,Black Fantail,aves
whbfan2,White-browed Fantail,aves
dimfan1,Dimorphic Fantail,aves
whwfan1,White-winged Fantail,aves
cocfan4,White-gorgeted Fantail,aves
blhfan1,Blue-headed Fantail,aves
bisfan1,Bismarck Fantail,aves
stbfan1,Streak-breasted Fantail,aves
brcfan1,Brown-capped Fantail,aves
brnfan1,Bougainville Fantail,aves
arafan1,Arafura Fantail,aves
whbfan1,White-bellied Fantail,aves
nezfan1,New Zealand Fantail,aves
citfan1,Cinnamon-tailed Fantail,aves
pelfan1,Peleng Fantail,aves
chbfan1,Chestnut-bellied Fantail,aves
piefan1,Malaysian Pied-Fantail,aves
pohfan1,Pohnpei Fantail,aves
fisfan1,Fiji Streaked Fantail,aves
palfan1,Palau Fantail,aves
wilwag1,Willie-wagtail,aves
wbtfan1,White-bellied Thicket-Fantail,aves
ruffan4,Louisiade Fantail,aves
bltfan1,Black Thicket-Fantail,aves
malfan1,Malaita Fantail,aves
matfan1,Mussau Fantail,aves
sacfan1,Santa Cruz Fantail,aves
samfan1,Samoan Fantail,aves
phipif1,Philippine Pied-Fantail,aves
bacfan1,Black-and-cinnamon Fantail,aves
brnfan2,Guadalcanal Fantail,aves
lotfan1,Long-tailed Fantail,aves
spofan1,Spotted Fantail,aves
kanfan1,Kadavu Fantail,aves
manfan1,Mangrove Fantail,aves
rutfan1,Rufous-tailed Fantail,aves
renfan1,Rennell Fantail,aves
rubfan1,Rufous-backed Fantail,aves
ruffan13,Australian Rufous Fantail,aves
norfan1,Northern Fantail,aves
sorfan1,Solomons Rufous Fantail,aves
visblf1,Visayan Blue-Fantail,aves
tabfan1,Tablas Fantail,aves
arafan2,Supertramp Fantail,aves
manfan2,Manus Fantail,aves
strfan2,Vanuatu Streaked Fantail,aves
rubfan3,Taliabu Fantail,aves
blufan1,Mindanao Blue-Fantail,aves
cibfan1,Tawny-backed Fantail,aves
dusfan1,Dusky Fantail,aves
rubfan2,Sulawesi Fantail,aves
sotfan1,Sooty Thicket-Fantail,aves
ruffan3,Gilolo Fantail,aves
strfan5,New Caledonian Streaked Fantail,aves
mirfan1,Micronesian Rufous Fantail,aves
45026,Large Bamboo Rats,mammalia
lobpar2,Dulit Partridge,aves
lobpar3,Long-billed Partridge,aves
lekfin,Lesser Koa-Finch,aves
grkfin,Greater Koa-Finch,aves
rottan2,Rosy Thrush-Tanager,aves
pihduc1,Pink-headed Duck,aves
crwfin2,Crimson-winged Finch,aves
ropbus1,Rosy-patched Bushshrike,aves
oashum1,Oasis Hummingbird,aves
crbfin1,Crimson-breasted Finch,aves
desfin2,Desert Finch,aves
rosgul,Ross's Gull,aves
75036,Yucatán Yellow Bat,mammalia
75038,Thomas's Yellow Bat,mammalia
40410,little yellow bat,mammalia
45832,Great Gerbil,mammalia
sttant1,Star-throated Antwren,aves
tarbab1,Tarim Babbler,aves
beibab1,Beijing Babbler,aves
sleant1,Slender Antbird,aves
btsfin1,Band-tailed Sierra Finch,aves
blufin1,Blue Finch,aves
casfin1,Carbonated Sierra Finch,aves
mosfin1,Mourning Sierra Finch,aves
olifla2,Western Olivaceous Flatbill,aves
eyrfla1,Eye-ringed Flatbill,aves
fubfla1,Fulvous-breasted Flatbill,aves
olifla3,Eastern Olivaceous Flatbill,aves
pacfla1,Pacific Flatbill,aves
43224,Black-and-rufous Sengi,mammalia
41396,Proboscis Bat,mammalia
mcclon,Thick-billed Longspur,aves
thbpar,Thick-billed Parrot,aves
mafpar1,Maroon-fronted Parrot,aves
tafqua1,Tawny-faced Quail,aves
stcspa2,Yungas Sparrow,aves
tumspa1,Tumbes Sparrow,aves
stcspa3,Chaco Sparrow,aves
somgro1,Somali Grosbeak,aves
gowgro2,Arabian Grosbeak,aves
gowgro3,Socotra Grosbeak,aves
huatin1,Huayco Tinamou,aves
rewtin1,Red-winged Tinamou,aves
kagu1,Kagu,aves
knohor1,Knobbed Hornbill,aves
sumhor1,Sumba Hornbill,aves
narhor1,Narcondam Hornbill,aves
blyhor1,Blyth's Hornbill,aves
plphor1,Plain-pouched Hornbill,aves
wrehor1,Wreathed Hornbill,aves
rufmou1,Rufous Mourner,aves
pabmou1,Pale-bellied Mourner,aves
gramou1,Grayish Mourner,aves
blhhum1,Blue-headed Hummingbird,aves
braeme2,Brace's Emerald,aves
pureme1,Puerto Rican Emerald,aves
cubeme1,Cuban Emerald,aves
hiseme1,Hispaniolan Emerald,aves
aztthr,Aztec Thrush,aves
soifro1,Solomons Frogmouth,aves
gytmar1,Gray-throated Martin,aves
conmar1,Congo Martin,aves
plamar3,Madagascar Martin,aves
pasmar1,Pale Martin,aves
plamar1,Plain Martin,aves
banswa,Bank Swallow,aves
relkit,Red-legged Kittiwake,aves
bklkit,Black-legged Kittiwake,aves
luzwrb1,Cordillera Ground-Warbler,aves
gybbab2,Bicol Ground-Warbler,aves
simgrw1,Sierra Madre Ground-Warbler,aves
458944,Roesel's Bush-cricket,insecta
titgre1,Titicaca Grebe,aves
whtgre3,White-tufted Grebe,aves
crepar1,Crested Partridge,aves
1501181,Romalea picticornis,insecta
rorbar1,Roraiman Barbtail,aves
auspas1,Australian Painted-Snipe,aves
grpsni1,Greater Painted-Snipe,aves
snakit,Snail Kite,aves
rourai1,Rouget's Rail,aves
75042,Egyptian Rousette,mammalia
40848,Geoffroy's Rousette,mammalia
75044,Leschenault’s Rousette,mammalia
40850,Madagascan Rousette,mammalia
goifin1,Gough Island Finch,aves
gybbul1,Gray-bellied Bulbul,aves
bkcbul3,Ruby-throated Bulbul,aves
spebul1,Spectacled Bulbul,aves
blcbul2,Black-crested Bulbul,aves
bkcbul1,Flame-throated Bulbul,aves
bkcbul2,Black-capped Bulbul,aves
bkcbul4,Bornean Bulbul,aves
scbbul1,Scaly-breasted Bulbul,aves
75046,Barasingha,mammalia
75047,Eld's Deer,mammalia
blbcra1,Black-banded Crake,aves
rawcra1,Red-and-white Crake,aves
ocecra1,Ocellated Crake,aves
ruccra1,Russet-crowned Crake,aves
rufcra1,Rufous-faced Crake,aves
lbweye2,Long-billed White-eye,aves
trweye1,Teardrop White-eye,aves
75049,Kipunji,mammalia
42347,Northern Chamois,mammalia
andcot1,Andean Cock-of-the-rock,aves
gcoroc1,Guianan Cock-of-the-rock,aves
roahaw,Roadside Hawk,aves
75051,Philippine Brown Deer,mammalia
75052,Javan Rusa,mammalia
75053,Sambar,mammalia
499203,Ruspolia lineosa,insecta
362292,Large Conehead,insecta
indski1,Indian Skimmer,aves
afrski1,African Skimmer,aves
blkski,Black Skimmer,aves
41342,Yellow-bellied Pouched Bat,mammalia
41344,Pel's pouched bat,mammalia
41343,Bare-rumped Pouched Bat,mammalia
41337,Greater Sac-winged Bat,mammalia
41338,Frosted Sac-winged Bat,mammalia
41336,Amazonian Sac-winged Bat,mammalia
41339,Lesser Sac-winged Bat,mammalia
secret2,Secretarybird,aves
43389,Saddleback Tamarin,mammalia
43384,Geoffroy’s Tamarin,mammalia
43390,Black-chinned Emperor Tamarin,mammalia
43382,Mottled-face Tamarin,mammalia
43388,Red-chested Mustached Tamarin,mammalia
1368627,Red-mantle Saddle-back Tamarin,mammalia
1368625,Andean Saddle-back Tamarin,mammalia
43385,Silvery-brown Tamarin,mammalia
43387,Golden-handed Tamarin,mammalia
43380,Spix's Mustached Tamarin,mammalia
75057,Western Black-handed Tamarin,mammalia
43386,Black-mantled Tamarin,mammalia
43391,Cotton-headed Tamarin,mammalia
1568140,Red-cap Mustached Tamarin,mammalia
43381,Golden-mantle Saddleback Tamarin,mammalia
901356,Eastern Black-handed Tamarin,mammalia
1368626,White-mantled Tamarin,mammalia
43426,Black-capped Squirrel Monkey,mammalia
1368519,Humboldt’s Squirrel Monkey,mammalia
1368523,Collins' Squirrel Monkey,mammalia
1641936,Ecuadorian Squirrel Monkey,mammalia
43425,Central American Squirrel Monkey,mammalia
43428,Common Squirrel Monkey,mammalia
sicant1,Silvery-cheeked Antshrike,aves
bkcant2,Black-crested Antshrike,aves
gloant1,Glossy Antshrike,aves
bkcant1,Streak-fronted Antshrike,aves
rocwre,Rock Wren,aves
spocre2,African Spotted Creeper,aves
spocre3,Indian Spotted Creeper,aves
leasal1,Lesser Antillean Saltator,aves
blhsal1,Black-headed Saltator,aves
blwsal1,Black-winged Saltator,aves
gobsal1,Golden-billed Saltator,aves
massal1,Masked Saltator,aves
grasal3,Bluish-gray Saltator,aves
bltgro2,Black-throated Grosbeak,aves
grasal2,Cinnamon-bellied Saltator,aves
slcgro1,Slate-colored Grosbeak,aves
thbsal1,Thick-billed Saltator,aves
butsal1,Buff-throated Saltator,aves
blcsal1,Black-cowled Saltator,aves
grasal4,Olive-gray Saltator,aves
orisal1,Orinocan Saltator,aves
grwsal1,Green-winged Saltator,aves
strsal1,Streaked Saltator,aves
bltsal1,Black-throated Saltator,aves
mccfin1,Many-colored Chaco Finch,aves
saltea1,Salvadori's Teal,aves
1633186,White-lipped Tree Frog,amphibia
496700,Brown Capuchin,mammalia
516975,Hooded Capuchin,mammalia
516974,Black-striped Capuchin,mammalia
410834,Black capuchin,mammalia
499235,Crested Capuchin,mammalia
sapayo1,Sapayoa,aves
retcom1,Red-tailed Comet,aves
rehvul1,Red-headed Vulture,aves
visbro1,Visayan Broadbill,aves
watbro1,Wattled Broadbill,aves
40232,Tasmanian Devil,mammalia
coleto1,Coleto,aves
kinvul1,King Vulture,aves
comduc2,Knob-billed Duck,aves
comduc3,Comb Duck,aves
spwsta1,Spot-winged Starling,aves
strflu1,Striped Flufftail,aves
whwflu1,White-winged Flufftail,aves
stbflu1,Streaky-breasted Flufftail,aves
busflu1,Buff-spotted Flufftail,aves
madflu1,Madagascar Flufftail,aves
chhflu1,Chestnut-headed Flufftail,aves
whsflu1,White-spotted Flufftail,aves
recflu1,Red-chested Flufftail,aves
slbflu1,Slender-billed Flufftail,aves
rufpic1,Rufous Piculet,aves
whbpic3,White-browed Piculet,aves
yebtyr2,Yellow-browed Tyrant,aves
berhum,Berylline Hummingbird,aves
chbhum1,Chestnut-bellied Hummingbird,aves
gnbhum2,Copper-tailed Hummingbird,aves
inchum1,Indigo-capped Hummingbird,aves
azchum1,Azure-crowned Hummingbird,aves
blthum1,Blue-tailed Hummingbird,aves
snbhum1,Snowy-bellied Hummingbird,aves
buvhum1,Blue-vented Hummingbird,aves
stvhum2,Steely-vented Hummingbird,aves
corhum1,Copper-rumped Hummingbird,aves
grbhum1,Green-bellied Hummingbird,aves
saugul2,Saunders's Gull,aves
75062,Roberts's flat-headed bat,mammalia
piebus1,Pied Bushchat,aves
caisto1,Fuerteventura Stonechat,aves
grybus1,Gray Bushchat,aves
timbus1,Timor Bushchat,aves
whtbus1,White-throated Bushchat,aves
jerbus1,Jerdon's Bushchat,aves
whtsto2,White-tailed Stonechat,aves
whbbus4,White-browed Bushchat,aves
y00427,Siberian Stonechat,aves
whinch1,Whinchat,aves
stonec4,European Stonechat,aves
stonec7,Amur Stonechat,aves
reusto1,Reunion Stonechat,aves
afrsto1,African Stonechat,aves
blkpho,Black Phoebe,aves
easpho,Eastern Phoebe,aves
saypho,Say's Phoebe,aves
47014,Eastern Mole,mammalia
26691,Couch's Spadefoot,amphibia
26695,Eastern Spadefoot,amphibia
26693,Hurter's Spadefoot,amphibia
whttap1,White-throated Tapaculo,aves
chutap1,Chucao Tapaculo,aves
tobcat2,Tooth-billed Bowerbird,aves
mrmwar1,Mrs. Moreau's Warbler,aves
rufvan1,Rufous Vanga,aves
thlsch8,Foothill Schiffornis,aves
varsch1,Varzea Schiffornis,aves
thlsch7,Olivaceous Schiffornis,aves
thlsch4,Russet-winged Schiffornis,aves
thlsch3,Brown-winged Schiffornis,aves
thlsch2,Northern Schiffornis,aves
gresch2,Greenish Schiffornis,aves
21861,African Red Toad,amphibia
webhum3,White-throated Daggerbill,aves
webhum1,Geoffroy's Daggerbill,aves
blftan1,Black-faced Tanager,aves
cintan1,Cinnamon Tanager,aves
silpri2,Sierra Leone Prinia,aves
whcpri2,White-chinned Prinia,aves
brtgra2,Broad-tailed Grassbird,aves
brigra2,Bristled Grassbird,aves
chospi2,Chotoy Spinetail,aves
dusful1,Dusky Fulvetta,aves
ruwful1,Rufous-winged Fulvetta,aves
yetful1,Yellow-throated Fulvetta,aves
rucful1,Rusty-capped Fulvetta,aves
bkcful1,Black-crowned Fulvetta,aves
rutful1,Rufous-throated Fulvetta,aves
gofful2,Gold-fronted Fulvetta,aves
scaswi1,Scarce Swift,aves
zimant1,Zimmer's Antbird,aves
chtant2,Chestnut-tailed Antbird,aves
24293,Crubixa Snouted Tree Frog,amphibia
24359,Boeseman's Snouted Tree Frog,amphibia
555176,Manaus Snouted Tree Frog,amphibia
134631,Olive Snouted Tree Frog,amphibia
24287,Brown-bordered Snouted Tree Frog,amphibia
24285,Fuscous-blotched Snouted Tree Frog,amphibia
24288,Eirunepe Snouted Tree Frog,amphibia
24363,Argentine Snouted Tree Frog,amphibia
24354,Hay's Snouted Tree Frog,amphibia
199793,Santa Catarina Snouted Tree Frog,amphibia
24279,Lesser Snouted Tree Frog,amphibia
24362,Spix's Snouted Tree Frog,amphibia
24324,Ribeirão Branco Snouted Tree Frog,amphibia
24322,Red Snouted Tree Frog,amphibia
24357,Striped Snouted Tree Frog,amphibia
24323,Stauffer's Tree Frog,amphibia
199795,Coastal Snouted Tree Frog,amphibia
fibmyn2,Finch-billed Myna,aves
46026,Neotropical Pygmy Squirrel,mammalia
75066,Gabon Squirrel Galago,mammalia
46077,Père David's Rock Squirrel,mammalia
46018,Abert's Squirrel,mammalia
45998,Guianan Squirrel,mammalia
46014,Allen's Squirrel,mammalia
46015,Caucasian Squirrel,mammalia
46019,Arizona Gray Squirrel,mammalia
46009,Red-bellied Squirrel,mammalia
1546001,Brazilian Squirrel,mammalia
46017,Eastern Gray Squirrel,mammalia
46016,Collie's Squirrel,mammalia
45997,Deppe's Squirrel,mammalia
46010,Red-tailed Squirrel,mammalia
46023,Western Gray Squirrel,mammalia
46002,Bolivian Squirrel,mammalia
46000,Japanese Squirrel,mammalia
1596234,White-naped Squirrel,mammalia
46020,Eastern Fox Squirrel,mammalia
46008,Peters's Squirrel,mammalia
46007,Andean Squirrel,mammalia
46011,Southern Amazon Red Squirrel,mammalia
46004,Guayaquil Squirrel,mammalia
46005,Variegated Squirrel,mammalia
46001,Eurasian Red Squirrel,mammalia
46003,Yucatán Squirrel,mammalia
silant1,Silvered Antbird,aves
517132,Raucous Toad,amphibia
517052,Garman's Toad,amphibia
517053,Guttural Toad,amphibia
733757,Hallowell's Toad,amphibia
517047,Mauritanian Toad,amphibia
517449,Western Leopard Toad,amphibia
517450,Eastern Leopard Toad,amphibia
517056,Power's Toad,amphibia
517057,Eastern Flat-backed Toad,amphibia
517048,Egyptian Toad,amphibia
gywfra1,Gray-winged Francolin,aves
moofra3,Elgon Francolin,aves
finfra2,Finsch's Francolin,aves
orrfra2,Orange River Francolin,aves
rewfra2,Red-winged Francolin,aves
moofra2,Moorland Francolin,aves
shefra1,Shelley's Francolin,aves
rinfra2,Ring-necked Francolin,aves
shefra3,Whyte's Francolin,aves
grtlea1,Gray-throated Leaftosser,aves
bltlea1,Black-tailed Leaftosser,aves
sctlea1,Scaly-throated Leaftosser,aves
tatlea1,Middle American Leaftosser,aves
soalea1,South American Leaftosser,aves
shblea1,Short-billed Leaftosser,aves
rublea1,Rufous-breasted Leaftosser,aves
bukwoo1,Bukidnon Woodcock,aves
sulwoo1,Sulawesi Woodcock,aves
amewoo,American Woodcock,aves
amawoo1,Amami Woodcock,aves
molwoo1,Moluccan Woodcock,aves
duswoo3,New Guinea Woodcock,aves
eurwoo,Eurasian Woodcock,aves
duswoo4,Javan Woodcock,aves
hamerk1,Hamerkop,aves
stswar1,Scrub Warbler,aves
vefowl1,Vermiculated Fishing-Owl,aves
pefowl1,Pel's Fishing-Owl,aves
rufowl1,Rufous Fishing-Owl,aves
40436,Yellow-bellied House Bat,mammalia
75069,Greater Asian Yellow Bat,mammalia
40432,Lesser Asian Yellow Bat,mammalia
465042,Giant House Bat,mammalia
75073,Inland Broad-nosed Bat,mammalia
75075,Eastern Broad-nosed Bat,mammalia
230718,Curve-tailed Bush Katydid,insecta
55957,Fork-tailed Bush Katydid,insecta
230720,Broad-winged Bush Katydid,insecta
203449,Northern Bush Katydid,insecta
153212,Texas Bush Katydid,insecta
tsctap1,Tschudi's Tapaculo,aves
anctap1,Ancash Tapaculo,aves
nebtap1,Neblina Tapaculo,aves
alptap1,Tatama Tapaculo,aves
partap4,Loja Tapaculo,aves
siftap1,Silvery-fronted Tapaculo,aves
whctap1,White-crowned Tapaculo,aves
boltap1,Bolivian Tapaculo,aves
partap1,Paramillo Tapaculo,aves
cartap1,Caracas Tapaculo,aves
chotap1,Choco Tapaculo,aves
diatap2,Diamantina Tapaculo,aves
ruvtap1,Rufous-vented Tapaculo,aves
miltap1,Jalca Tapaculo,aves
dustap1,Dusky Tapaculo,aves
juntap1,Junin Tapaculo,aves
sertap1,Boa Nova Tapaculo,aves
mattap1,Pale-bellied Tapaculo,aves
blatap2,Utcubamba Tapaculo,aves
martap1,Marsh Tapaculo,aves
whwtap1,White-winged Tapaculo,aves
brrtap1,Brown-rumped Tapaculo,aves
blatap1,Blackish Tapaculo,aves
laftap1,Large-footed Tapaculo,aves
magtap1,Magellanic Tapaculo,aves
mertap1,Merida Tapaculo,aves
lottap1,Long-tailed Tapaculo,aves
bratap1,Brasilia Tapaculo,aves
partap2,Paramo Tapaculo,aves
platap1,Planalto Tapaculo,aves
tactap1,Tacarcuna Tapaculo,aves
chutap2,Chusquea Tapaculo,aves
tritap1,Trilling Tapaculo,aves
pertap1,Perija Tapaculo,aves
roctap1,Rock Tapaculo,aves
ecutap1,Ecuadorian Tapaculo,aves
upmtap1,Magdalena Tapaculo,aves
samtap1,Santa Marta Tapaculo,aves
diatap1,Diademed Tapaculo,aves
puntap1,Puna Tapaculo,aves
moctap1,Mouse-colored Tapaculo,aves
spitap2,Spillmann's Tapaculo,aves
stitap1,Stiles's Tapaculo,aves
whbtap2,White-browed Tapaculo,aves
unitap1,Unicolored Tapaculo,aves
viltap1,Vilcabamba Tapaculo,aves
nartap2,Nariño Tapaculo,aves
amptap1,Ampay Tapaculo,aves
zimtap1,Zimmer's Tapaculo,aves
chbcuc2,Channel-billed Cuckoo,aves
ovenbi1,Ovenbird,aves
glthum1,Glow-throated Hummingbird,aves
calhum,Calliope Hummingbird,aves
withum1,Wine-throated Hummingbird,aves
volhum1,Volcano Hummingbird,aves
bumhum,Bumblebee Hummingbird,aves
brthum,Broad-tailed Hummingbird,aves
rufhum,Rufous Hummingbird,aves
allhum,Allen's Hummingbird,aves
scihum1,Scintillant Hummingbird,aves
goutou1,Gould's Toucanet,aves
spbtou1,Spot-billed Toucanet,aves
tattou1,Tawny-tufted Toucanet,aves
guitou1,Guianan Toucanet,aves
goctou1,Golden-collared Toucanet,aves
yeetou1,Yellow-eared Toucanet,aves
twwbop1,Twelve-wired Bird-of-Paradise,aves
740697,Semia watanabei,insecta
walsta2,Standardwing Bird-of-Paradise,aves
23528,Weale's Running Frog,amphibia
1071032,Bengal Sacred Langur,mammalia
54869,Terai Sacred Langur,mammalia
1071035,Malabar Sacred Langur,mammalia
963196,Nilgiri Langur,mammalia
1071036,Tufted Gray Langur,mammalia
1070741,Nepal Sacred Langur,mammalia
1369308,Purple-faced Langur,mammalia
prbbar1,Prong-billed Barbet,aves
toubar1,Toucan Barbet,aves
juffir1,Juan Fernandez Firecrown,aves
grbfir1,Green-backed Firecrown,aves
becscr1,Tropical Scrubwren,aves
whbscr1,White-browed Scrubwren,aves
tasscr1,Tasmanian Scrubwren,aves
athscr1,Atherton Scrubwren,aves
whbscr3,Spotted Scrubwren,aves
labscr2,Large-billed Scrubwren,aves
larscr1,Large Scrubwren,aves
whctan1,White-capped Tanager,aves
flabow2,Flame Bowerbird,aves
flabow3,Masked Bowerbird,aves
fimbow1,Fire-maned Bowerbird,aves
regbow1,Regent Bowerbird,aves
sibbro3,Silver-breasted Broadbill,aves
sibbro2,Gray-lored Broadbill,aves
bkhcan2,Black-headed Canary,aves
comcan,Island Canary,aves
capcan1,Cape Canary,aves
yeccan1,Yellow-crowned Canary,aves
abysis1,Ethiopian Siskin,aves
fifser1,Fire-fronted Serin,aves
eurser1,European Serin,aves
syrser1,Syrian Serin,aves
tortyr1,Torrent Tyrannulet,aves
gyctyr2,Straneck's Tyrannulet,aves
rivtyr1,River Tyrannulet,aves
sootyr1,Sooty Tyrannulet,aves
y01036,White-crested Tyrannulet,aves
1423556,Ground Robber Frog,amphibia
samnig1,Todd's Nightjar,aves
caynig1,Cayenne Nightjar,aves
litnig1,Little Nightjar,aves
adewar1,Adelaide's Warbler,aves
yelwar1,Northern Yellow Warbler,aves
norpar,Northern Parula,aves
elwwar1,Elfin-woods Warbler,aves
btbwar,Black-throated Blue Warbler,aves
babwar,Bay-breasted Warbler,aves
cerwar,Cerulean Warbler,aves
gchwar,Golden-cheeked Warbler,aves
hoowar,Hooded Warbler,aves
yerwar,Yellow-rumped Warbler,aves
stlwar,St. Lucia Warbler,aves
prawar,Prairie Warbler,aves
yetwar,Yellow-throated Warbler,aves
yetwar3,Bahama Warbler,aves
bkbwar,Blackburnian Warbler,aves
grawar,Grace's Warbler,aves
kirwar,Kirtland's Warbler,aves
magwar,Magnolia Warbler,aves
btywar,Black-throated Gray Warbler,aves
