common_name_sk
košikárik bielobradý
košikárik myšací
košikárik čiernohrdlý
košikárik Hellerov
košikárik horský
košikárik bledochvostý
košikárik škvrnitý
košikárik zemný
košikárik skalný
košikárik jarabochvostý
košikárik kordillersky
košikárik dlhochvostý
košikárik hrdzavočelý
košikárik okuliarnatý
košikárik perijský
košikárik kaňonový
košikárik ostrozobý
košikárik machový
košikárik vilcabambský
košikárik junínsky
košikárik behavý
rajka dlhochvostá
rajka čierna
rajka vznešená
rajka varechárka
rajka lyžičiarka
jastrab indiánsky
jastrab dvojfarebný
jastrab čilský
jastrab čiapočkatý
jastrab veľký
jastrab okrovoprsý
jastrab Henstov
jastrab čierno-biely
jastrab tmavý
muchárčik žltooký
White-bellied Spider Monkey
Black-faced Black Spider Monkey
Brown-headed Spider Monkey
Central American Spider Monkey
Long-haired spider monkey
White-cheeked Spider Monkey
Guiana Spider Monkey
Short-eared Dog
krakľovec hrdzavohlavý
krakľovec bielohrdlý
kuvik lesný
kuvik škvrnitý
kuvik zemný
kuvik guadalcanalský
kuvik šalamúnsky
kuvik malaitský
kuvik obyčajný
kuvik hnedoprsý
kuvik madagaskarský
Marsh Mongoose
afrobyl hájový
afrobyl zlatohrdlý
Protean Shieldback
Barbary Ground Squirrel
strnádlik bielohlavý
strnádlik bielotylový
strnádlik bielofúzy
strnádlik kolumbijský
strnádlik popolavý
strnádlik žltý
strnádlik trojfarebný
strnádlik žltohlavý
strnádlik nohovcový
strnádlik zelenkavý
strnádlik tmavohlavý
strnádlik hrdzavotylový
strnádlik okuliarnatý
strnádlik bielokrídly
strnádlik panamský
strnádlik sivosluchý
strnádlik čiernolíci
strnádlik inkský
strnádlik hrdzavobruchý
strnádlik čiernočelý
strnádlik svetlohlavý
strnádlik bledotylový
strnádlik kapucňový
strnádlik hrdzavohlavý
strnádlik hrdzavosluchý
strnádlik bolívijský
strnádlik bridlicový
strnádlik peruánsky
strnádlik okrovoprsý
strnádlik Taczanowského
strnádlik andský
strnádlik pančuchový
strnádlik tmavý
Adelaide Black Squeaker
Sandstone Squeaker
Bark Squeaker
South-western Bark Squeaker
Black Squeaker
Southern Mountain Squeaker
Small Bark Squeaker
skrabiar krikľavý
skrabiar hrdzavý
lastovička lesná
výšinár hrdzavobruchý
výšinár bielobruchý
lastovička bielopása
lastovička čiapočkatá
lastovička pančuchová
volavec bielooký
volavec škoricový
volavec plavý
volavec hrdzavochvostý
volavec sivohlavý
volavec spevavý
volavec jantárový
jagavička kapucňová
jagavička hyacintová
tukaník andský
tukaník sivozobý
tukaník malachitový
tukaník veľký
tukaník peruánsky
tukaník smaragdový
tukaník vrúbkozobý
tukaník guyanský
žltohlávok sýkorčí
Auritibicen japonicus
Creaking Branch Cicada
